edadDias,SD3negPEF,SD2negPEF,SD1negPEF,SD0PEF,SD1PEF,SD2PEF,SD3PEF,SD3negPEM,SD2negPEM,SD1negPEM,SD0PEM,SD1PEM,SD2PEM,SD3PEM,SD3negTEF,SD2negTEF,SD1negTEF,SD0TEF,SD1TEF,SD2TEF,SD3TEF,SD3negTEM,SD2negTEM,SD1negTEM,SD0TEM,SD1TEM,SD2TEM,SD3TEM,SD3negIEF,SD2negIEF,SD1negIEF,SD0IEF,SD1IEF,SD2IEF,SD3IEF,SD3negIEM,SD2negIEM,SD1negIEM,SD0IEM,SD1IEM,SD2IEM,SD3IEM,Rotulo,SD15negPEF,SD15negPEM,SD15PEF,SD15PEM,SD15negTEF,SD15negTEM,SD15TEF,SD15TEM,SD15negIEF,SD15negIEM,SD15IEF,SD15IEM
61,3.449,3.944,4.502,5.132,5.839,6.634,7.525,3.788,4.322,4.915,5.571,6.296,7.095,7.974,50.970,53.006,55.043,57.080,59.116,61.153,63.189,52.437,54.438,56.438,58.438,60.439,62.439,64.439,11.822,13.035,14.349,15.771,17.308,18.965,20.752,12.534,13.700,14.960,16.323,17.795,19.384,21.098,2,4.223,4.619,6.237,6.696,54.025,55.438,60.135,61.439,13.692,14.330,18.137,18.590
62,3.469,3.966,4.526,5.158,5.868,6.666,7.561,3.812,4.348,4.943,5.602,6.329,7.131,8.012,51.061,53.100,55.139,57.178,59.217,61.256,63.295,52.539,54.542,56.544,58.546,60.549,62.551,64.553,11.845,13.059,14.374,15.798,17.336,18.996,20.787,12.560,13.726,14.987,16.351,17.825,19.416,21.133,NULL,4.246,4.646,6.267,6.730,54.120,55.543,60.236,61.550,13.716,14.357,18.166,18.620
63,3.489,3.987,4.550,5.184,5.897,6.699,7.597,3.836,4.374,4.971,5.632,6.362,7.166,8.049,51.152,53.193,55.235,57.276,59.317,61.359,63.400,52.643,54.646,56.650,58.654,60.657,62.661,64.664,11.869,13.083,14.399,15.823,17.363,19.027,20.821,12.586,13.752,15.014,16.379,17.854,19.447,21.166,NULL,4.269,4.673,6.298,6.764,54.214,55.648,60.338,61.659,13.741,14.383,18.195,18.651
64,3.508,4.009,4.574,5.210,5.926,6.731,7.633,3.860,4.400,4.999,5.662,6.394,7.200,8.087,51.242,53.286,55.330,57.373,59.417,61.461,63.504,52.746,54.750,56.755,58.760,60.765,62.770,64.775,11.891,13.106,14.422,15.848,17.391,19.057,20.855,12.611,13.777,15.040,16.405,17.882,19.477,21.199,NULL,4.292,4.699,6.329,6.797,54.308,55.752,60.439,61.767,13.764,14.409,18.224,18.680
65,3.528,4.031,4.597,5.236,5.955,6.762,7.669,3.884,4.425,5.026,5.691,6.426,7.234,8.123,51.330,53.377,55.423,57.470,59.516,61.563,63.609,52.846,54.853,56.860,58.866,60.873,62.880,64.887,11.913,13.128,14.446,15.873,17.417,19.086,20.888,12.636,13.802,15.065,16.431,17.909,19.505,21.230,NULL,4.314,4.726,6.359,6.830,54.400,55.856,60.539,61.877,13.787,14.434,18.252,18.707
66,3.548,4.052,4.621,5.262,5.983,6.794,7.704,3.907,4.450,5.053,5.720,6.457,7.268,8.160,51.420,53.468,55.517,57.566,59.615,61.663,63.712,52.948,54.956,56.964,58.972,60.980,62.988,64.996,11.935,13.150,14.468,15.897,17.443,19.114,20.920,12.660,13.826,15.089,16.456,17.935,19.533,21.260,NULL,4.337,4.752,6.388,6.862,54.492,55.960,60.639,61.984,13.809,14.457,18.279,18.734
67,3.567,4.073,4.644,5.287,6.011,6.825,7.739,3.930,4.475,5.080,5.749,6.488,7.302,8.196,51.508,53.559,55.610,57.661,59.712,61.763,63.814,53.047,55.057,57.067,59.077,61.086,63.096,65.106,11.956,13.171,14.490,15.920,17.468,19.142,20.951,12.683,13.849,15.113,16.481,17.961,19.561,21.290,NULL,4.359,4.777,6.418,6.895,54.584,56.062,60.737,62.091,13.831,14.481,18.305,18.761
68,3.586,4.094,4.667,5.312,6.039,6.856,7.773,3.953,4.500,5.107,5.778,6.519,7.335,8.232,51.596,53.650,55.703,57.756,59.809,61.862,63.916,53.148,55.159,57.170,59.181,61.192,63.203,65.214,11.977,13.192,14.512,15.943,17.493,19.170,20.982,12.705,13.871,15.135,16.504,17.985,19.588,21.320,NULL,4.380,4.803,6.447,6.927,54.676,56.164,60.836,62.197,13.852,14.503,18.331,18.787
69,3.605,4.114,4.689,5.337,6.066,6.886,7.807,3.976,4.525,5.133,5.806,6.550,7.368,8.267,51.684,53.739,55.795,57.850,59.906,61.961,64.016,53.246,55.259,57.272,59.284,61.297,63.310,65.322,11.997,13.213,14.533,15.966,17.517,19.196,21.012,12.727,13.893,15.158,16.527,18.009,19.613,21.347,NULL,4.402,4.829,6.476,6.959,54.767,56.266,60.934,62.303,13.873,14.525,18.357,18.811
70,3.624,4.135,4.712,5.362,6.094,6.917,7.842,3.998,4.549,5.159,5.835,6.580,7.400,8.302,51.769,53.827,55.885,57.944,60.002,62.060,64.118,53.344,55.358,57.373,59.387,61.402,63.416,65.430,12.017,13.233,14.554,15.987,17.541,19.223,21.042,12.748,13.915,15.179,16.549,18.033,19.638,21.374,NULL,4.423,4.854,6.505,6.990,54.856,56.365,61.031,62.409,13.893,14.547,18.382,18.835
71,3.643,4.155,4.734,5.386,6.121,6.947,7.875,4.021,4.573,5.185,5.862,6.610,7.433,8.337,51.856,53.916,55.976,58.036,60.097,62.157,64.217,53.443,55.458,57.474,59.489,61.505,63.520,65.536,12.036,13.253,14.574,16.009,17.564,19.248,21.070,12.769,13.936,15.200,16.571,18.055,19.662,21.401,NULL,4.444,4.879,6.534,7.021,54.946,56.466,61.127,62.513,13.914,14.568,18.406,18.858
72,3.661,4.175,4.756,5.411,6.148,6.977,7.909,4.043,4.597,5.211,5.890,6.639,7.464,8.371,51.942,54.004,56.066,58.129,60.191,62.254,64.316,53.540,55.557,57.574,59.591,61.608,63.625,65.642,12.055,13.272,14.594,16.030,17.586,19.273,21.098,12.789,13.956,15.221,16.592,18.077,19.686,21.426,NULL,4.465,4.904,6.562,7.051,55.035,56.566,61.222,62.617,13.933,14.588,18.430,18.881
73,3.679,4.195,4.778,5.435,6.175,7.007,7.942,4.065,4.620,5.236,5.917,6.669,7.496,8.405,52.025,54.090,56.156,58.221,60.286,62.351,64.416,53.636,55.654,57.673,59.692,61.711,63.730,65.748,12.074,13.291,14.614,16.050,17.608,19.297,21.126,12.809,13.976,15.241,16.612,18.099,19.708,21.451,NULL,4.487,4.928,6.591,7.082,55.123,56.663,61.319,62.721,13.953,14.608,18.453,18.904
74,3.698,4.215,4.800,5.459,6.201,7.036,7.975,4.087,4.644,5.262,5.944,6.698,7.527,8.438,52.110,54.177,56.245,58.312,60.379,62.446,64.513,53.731,55.752,57.772,59.792,61.813,63.833,65.853,12.093,13.310,14.633,16.070,17.630,19.321,21.153,12.828,13.995,15.260,16.632,18.119,19.730,21.475,NULL,4.508,4.953,6.619,7.112,55.211,56.762,61.413,62.823,13.972,14.627,18.476,18.924
75,3.716,4.235,4.821,5.482,6.227,7.066,8.008,4.108,4.667,5.287,5.971,6.727,7.558,8.471,52.195,54.264,56.333,58.402,60.471,62.541,64.610,53.828,55.849,57.871,59.892,61.913,63.935,65.956,12.110,13.328,14.651,16.090,17.651,19.344,21.179,12.847,14.013,15.279,16.651,18.139,19.752,21.499,NULL,4.528,4.977,6.646,7.143,55.298,56.860,61.506,62.924,13.989,14.646,18.497,18.945
76,3.734,4.255,4.843,5.506,6.254,7.095,8.041,4.130,4.690,5.311,5.998,6.755,7.589,8.504,52.277,54.349,56.420,58.492,60.564,62.636,64.708,53.922,55.945,57.968,59.991,62.014,64.037,66.060,12.128,13.346,14.670,16.109,17.672,19.367,21.204,12.865,14.031,15.297,16.670,18.159,19.773,21.521,NULL,4.549,5.000,6.675,7.172,55.385,56.956,61.600,63.026,14.008,14.664,18.520,18.966
77,3.752,4.274,4.864,5.530,6.279,7.124,8.073,4.151,4.713,5.336,6.024,6.783,7.619,8.537,52.360,54.434,56.508,58.582,60.655,62.729,64.803,54.016,56.041,58.065,60.089,62.114,64.138,66.163,12.146,13.363,14.688,16.128,17.692,19.389,21.230,12.883,14.049,15.315,16.688,18.178,19.793,21.543,NULL,4.569,5.024,6.702,7.201,55.471,57.053,61.692,63.126,14.025,14.682,18.541,18.985
78,3.769,4.293,4.885,5.553,6.305,7.152,8.105,4.172,4.736,5.360,6.050,6.811,7.649,8.569,52.441,54.518,56.594,58.670,60.747,62.823,64.900,54.109,56.135,58.161,60.187,62.213,64.239,66.265,12.163,13.380,14.705,16.146,17.711,19.411,21.254,12.900,14.066,15.332,16.706,18.196,19.813,21.565,NULL,4.589,5.048,6.729,7.230,55.556,57.148,61.785,63.226,14.043,14.699,18.561,19.005
79,3.787,4.312,4.906,5.576,6.331,7.181,8.137,4.193,4.758,5.384,6.076,6.839,7.679,8.601,52.524,54.602,56.681,58.759,60.837,62.915,64.994,54.202,56.230,58.257,60.284,62.312,64.339,66.366,12.179,13.397,14.722,16.164,17.731,19.432,21.279,12.917,14.083,15.349,16.723,18.214,19.832,21.586,NULL,4.609,5.071,6.756,7.259,55.642,57.243,61.876,63.325,14.059,14.716,18.581,19.023
80,3.804,4.331,4.927,5.599,6.356,7.209,8.169,4.213,4.780,5.408,6.102,6.867,7.709,8.633,52.604,54.685,56.766,58.846,60.927,63.008,65.089,54.294,56.323,58.352,60.381,62.410,64.438,66.467,12.196,13.413,14.739,16.182,17.750,19.453,21.302,12.934,14.099,15.365,16.740,18.231,19.850,21.606,NULL,4.629,5.094,6.782,7.288,55.725,57.337,61.968,63.424,14.076,14.732,18.602,19.041
81,3.821,4.350,4.947,5.621,6.381,7.237,8.200,4.234,4.802,5.432,6.127,6.894,7.738,8.664,52.686,54.768,56.851,58.934,61.016,63.099,65.182,54.386,56.416,58.446,60.477,62.507,64.537,66.567,12.212,13.430,14.756,16.199,17.768,19.474,21.325,12.949,14.115,15.381,16.756,18.248,19.868,21.626,NULL,4.649,5.117,6.809,7.316,55.809,57.431,62.057,63.522,14.093,14.748,18.621,19.058
82,3.838,4.369,4.968,5.644,6.406,7.265,8.231,4.254,4.824,5.455,6.152,6.921,7.767,8.695,52.765,54.850,56.935,59.020,61.106,63.191,65.276,54.477,56.509,58.540,60.572,62.603,64.635,66.667,12.227,13.445,14.772,16.216,17.787,19.494,21.348,12.965,14.131,15.397,16.772,18.265,19.885,21.645,NULL,4.668,5.139,6.835,7.344,55.892,57.525,62.148,63.619,14.108,14.764,18.640,19.075
83,3.855,4.387,4.988,5.666,6.431,7.292,8.262,4.274,4.846,5.478,6.177,6.948,7.795,8.726,52.845,54.932,57.020,59.107,61.194,63.281,65.368,54.568,56.601,58.634,60.666,62.699,64.732,66.765,12.243,13.461,14.788,16.232,17.804,19.513,21.370,12.980,14.145,15.411,16.787,18.280,19.902,21.663,NULL,4.688,5.162,6.862,7.372,55.976,57.617,62.237,63.715,14.124,14.778,18.659,19.091
84,3.872,4.406,5.008,5.688,6.455,7.320,8.293,4.294,4.867,5.501,6.202,6.974,7.824,8.756,52.924,55.013,57.103,59.192,61.282,63.371,65.461,54.658,56.692,58.726,60.760,62.795,64.829,66.863,12.258,13.476,14.803,16.248,17.822,19.533,21.392,12.995,14.160,15.426,16.802,18.296,19.919,21.681,NULL,4.707,5.184,6.888,7.399,56.058,57.709,62.327,63.812,14.139,14.793,18.677,19.108
85,3.889,4.424,5.028,5.710,6.480,7.347,8.324,4.314,4.888,5.524,6.226,7.000,7.852,8.787,53.003,55.095,57.186,59.277,61.369,63.460,65.551,54.747,56.783,58.818,60.854,62.889,64.925,66.961,12.273,13.491,14.818,16.264,17.839,19.551,21.413,13.010,14.174,15.440,16.816,18.311,19.935,21.699,NULL,4.726,5.206,6.913,7.426,56.141,57.800,62.414,63.907,14.155,14.807,18.695,19.123
86,3.905,4.442,5.048,5.732,6.504,7.374,8.354,4.334,4.909,5.547,6.251,7.027,7.880,8.817,53.081,55.175,57.268,59.362,61.456,63.549,65.643,54.836,56.873,58.910,60.947,62.983,65.020,67.057,12.288,13.505,14.833,16.280,17.855,19.570,21.435,13.024,14.188,15.454,16.830,18.326,19.951,21.716,NULL,4.745,5.228,6.939,7.454,56.221,57.892,62.502,64.001,14.169,14.821,18.712,19.139
87,3.922,4.460,5.068,5.754,6.528,7.401,8.384,4.353,4.930,5.569,6.275,7.052,7.907,8.846,53.158,55.254,57.350,59.446,61.542,63.638,65.734,54.923,56.961,59.000,61.039,63.077,65.116,67.155,12.302,13.520,14.848,16.295,17.872,19.588,21.455,13.038,14.202,15.468,16.844,18.340,19.966,21.733,NULL,4.764,5.250,6.965,7.479,56.302,57.980,62.590,64.097,14.184,14.835,18.730,19.153
88,3.938,4.478,5.087,5.776,6.552,7.428,8.414,4.372,4.951,5.591,6.299,7.078,7.935,8.876,53.236,55.334,57.432,59.530,61.627,63.725,65.823,55.011,57.050,59.090,61.130,63.170,65.210,67.250,12.316,13.534,14.862,16.310,17.888,19.606,21.475,13.051,14.215,15.481,16.857,18.354,19.980,21.749,NULL,4.782,5.271,6.990,7.506,56.383,58.070,62.676,64.190,14.198,14.848,18.747,19.167
89,3.955,4.496,5.107,5.797,6.576,7.454,8.444,4.392,4.972,5.614,6.322,7.103,7.962,8.905,53.312,55.412,57.512,59.613,61.713,63.813,65.913,55.098,57.139,59.180,61.221,63.262,65.303,67.345,12.330,13.547,14.876,16.325,17.903,19.623,21.495,13.065,14.228,15.494,16.870,18.367,19.995,21.764,NULL,4.801,5.293,7.015,7.532,56.462,58.160,62.763,64.282,14.211,14.861,18.763,19.181
90,3.971,4.513,5.126,5.818,6.599,7.480,8.473,4.410,4.992,5.635,6.346,7.128,7.989,8.934,53.390,55.491,57.593,59.695,61.797,63.899,66.001,55.185,57.227,59.269,61.312,63.354,65.396,67.438,12.344,13.561,14.890,16.339,17.919,19.640,21.514,13.078,14.241,15.506,16.883,18.380,20.008,21.780,NULL,4.819,5.314,7.040,7.559,56.542,58.248,62.848,64.375,14.226,14.873,18.779,19.194
91,3.987,4.531,5.145,5.839,6.623,7.506,8.503,4.429,5.012,5.657,6.369,7.153,8.016,8.962,53.465,55.569,57.673,59.777,61.881,63.986,66.090,55.269,57.313,59.357,61.401,63.445,65.489,67.533,12.357,13.574,14.903,16.353,17.934,19.657,21.533,13.091,14.253,15.518,16.895,18.393,20.022,21.794,NULL,4.838,5.335,7.064,7.585,56.621,58.335,62.934,64.467,14.239,14.886,18.796,19.207
92,4.003,4.548,5.164,5.860,6.646,7.532,8.532,4.448,5.032,5.679,6.392,7.178,8.042,8.991,53.540,55.646,57.752,59.859,61.965,64.072,66.178,55.355,57.400,59.445,61.490,63.536,65.581,67.626,12.370,13.587,14.917,16.367,17.949,19.673,21.552,13.103,14.265,15.530,16.907,18.405,20.035,21.809,3,4.856,5.356,7.089,7.610,56.699,58.422,63.019,64.558,14.252,14.898,18.811,19.220
93,4.018,4.565,5.183,5.881,6.669,7.558,8.561,4.466,5.052,5.700,6.415,7.203,8.069,9.019,53.616,55.724,57.832,59.940,62.048,64.156,66.264,55.440,57.486,59.533,61.579,63.625,65.672,67.718,12.383,13.600,14.929,16.380,17.963,19.689,21.570,13.115,14.277,15.542,16.919,18.417,20.048,21.823,NULL,4.874,5.376,7.114,7.636,56.778,58.510,63.102,64.648,14.264,14.909,18.826,19.233
94,4.034,4.582,5.202,5.902,6.692,7.584,8.590,4.485,5.072,5.721,6.438,7.227,8.095,9.047,53.690,55.800,57.911,60.021,62.131,64.242,66.352,55.523,57.571,59.619,61.667,63.715,65.763,67.811,12.396,13.613,14.942,16.394,17.977,19.704,21.587,13.126,14.288,15.553,16.930,18.429,20.061,21.837,NULL,4.892,5.396,7.138,7.661,56.855,58.595,63.187,64.739,14.277,14.921,18.840,19.245
95,4.050,4.599,5.221,5.922,6.715,7.609,8.618,4.503,5.091,5.742,6.460,7.251,8.121,9.075,53.763,55.876,57.989,60.101,62.214,64.326,66.439,55.607,57.656,59.705,61.754,63.803,65.852,67.901,12.408,13.625,14.955,16.406,17.991,19.720,21.605,13.138,14.300,15.564,16.941,18.440,20.073,21.850,NULL,4.910,5.417,7.162,7.686,56.932,58.681,63.270,64.828,14.290,14.932,18.855,19.256
96,4.065,4.616,5.239,5.943,6.737,7.634,8.647,4.521,5.111,5.763,6.482,7.275,8.146,9.102,53.837,55.951,58.066,60.181,62.296,64.411,66.525,55.689,57.740,59.790,61.841,63.892,65.942,67.993,12.420,13.637,14.967,16.419,18.005,19.735,21.622,13.149,14.310,15.575,16.952,18.451,20.085,21.863,NULL,4.928,5.437,7.186,7.710,57.008,58.765,63.353,64.917,14.302,14.943,18.870,19.268
97,4.081,4.633,5.257,5.963,6.760,7.660,8.675,4.539,5.130,5.783,6.505,7.299,8.172,9.130,53.911,56.028,58.144,60.260,62.377,64.493,66.609,55.772,57.824,59.876,61.927,63.979,66.031,68.082,12.432,13.649,14.979,16.432,18.018,19.749,21.639,13.160,14.321,15.585,16.962,18.462,20.096,21.876,NULL,4.945,5.457,7.210,7.736,57.086,58.850,63.435,65.005,14.314,14.953,18.884,19.279
98,4.096,4.650,5.276,5.983,6.782,7.685,8.703,4.557,5.149,5.804,6.526,7.322,8.197,9.157,53.984,56.102,58.221,60.339,62.458,64.576,66.695,55.853,57.906,59.960,62.013,64.066,66.120,68.173,12.444,13.661,14.991,16.444,18.031,19.764,21.655,13.171,14.332,15.596,16.972,18.473,20.107,21.888,NULL,4.963,5.476,7.234,7.760,57.161,58.933,63.517,65.093,14.326,14.964,18.898,19.290
99,4.111,4.666,5.294,6.003,6.805,7.710,8.731,4.574,5.168,5.824,6.548,7.346,8.222,9.184,54.056,56.176,58.297,60.418,62.538,64.659,66.780,55.935,57.990,60.044,62.098,64.152,66.207,68.261,12.456,13.672,15.002,16.456,18.044,19.778,21.672,13.182,14.342,15.606,16.982,18.483,20.118,21.900,NULL,4.980,5.496,7.258,7.784,57.236,59.017,63.599,65.180,14.337,14.974,18.911,19.300
100,4.126,4.683,5.312,6.023,6.826,7.734,8.759,4.592,5.187,5.844,6.570,7.369,8.247,9.211,54.127,56.250,58.373,60.496,62.619,64.741,66.864,56.015,58.071,60.127,62.183,64.238,66.294,68.350,12.467,13.683,15.013,16.467,18.056,19.792,21.687,13.192,14.352,15.615,16.992,18.493,20.129,21.912,NULL,4.997,5.516,7.280,7.808,57.312,59.099,63.680,65.266,14.348,14.983,18.924,19.311
101,4.141,4.699,5.330,6.043,6.848,7.759,8.786,4.609,5.205,5.864,6.591,7.392,8.272,9.237,54.199,56.324,58.448,60.573,62.698,64.823,66.948,56.097,58.153,60.210,62.266,64.323,66.380,68.436,12.478,13.694,15.025,16.479,18.068,19.805,21.703,13.202,14.362,15.625,17.002,18.503,20.139,21.924,NULL,5.014,5.535,7.303,7.832,57.386,59.181,63.761,65.352,14.360,14.993,18.936,19.321
102,4.156,4.715,5.347,6.062,6.870,7.783,8.814,4.626,5.224,5.884,6.613,7.415,8.296,9.263,54.271,56.398,58.524,60.651,62.777,64.903,67.030,56.175,58.234,60.292,62.350,64.408,66.466,68.524,12.489,13.705,15.035,16.490,18.080,19.819,21.718,13.212,14.371,15.634,17.011,18.512,20.150,21.935,NULL,5.031,5.554,7.327,7.856,57.461,59.263,63.840,65.437,14.370,15.002,18.950,19.331
103,4.171,4.731,5.365,6.082,6.892,7.807,8.841,4.644,5.242,5.904,6.634,7.437,8.321,9.290,54.342,56.470,58.599,60.727,62.856,64.984,67.113,56.256,58.315,60.374,62.433,64.492,66.551,68.610,12.500,13.716,15.046,16.501,18.092,19.831,21.733,13.222,14.380,15.643,17.020,18.522,20.159,21.946,NULL,5.048,5.573,7.349,7.879,57.535,59.344,63.920,65.522,14.381,15.011,18.962,19.340
104,4.185,4.747,5.383,6.101,6.913,7.831,8.868,4.660,5.260,5.923,6.655,7.460,8.345,9.315,54.412,56.542,58.673,60.804,62.934,65.065,67.195,56.333,58.394,60.454,62.515,64.575,66.636,68.696,12.511,13.726,15.056,16.512,18.103,19.844,21.747,13.232,14.390,15.652,17.029,18.531,20.169,21.957,NULL,5.065,5.591,7.372,7.902,57.608,59.424,63.999,65.606,14.391,15.021,18.974,19.350
105,4.200,4.763,5.400,6.120,6.935,7.855,8.895,4.677,5.278,5.943,6.676,7.482,8.369,9.341,54.482,56.614,58.747,60.880,63.012,65.145,67.277,56.411,58.473,60.535,62.597,64.659,66.720,68.782,12.521,13.736,15.067,16.522,18.115,19.857,21.761,13.241,14.399,15.661,17.038,18.540,20.178,21.967,NULL,5.082,5.611,7.395,7.926,57.681,59.504,64.079,65.689,14.402,15.030,18.986,19.359
106,4.214,4.779,5.417,6.139,6.956,7.879,8.922,4.694,5.296,5.962,6.696,7.504,8.392,9.367,54.551,56.686,58.820,60.955,63.090,65.224,67.359,56.490,58.552,60.615,62.678,64.741,66.803,68.866,12.531,13.746,15.077,16.532,18.126,19.869,21.775,13.250,14.407,15.669,17.046,18.548,20.188,21.977,NULL,5.098,5.629,7.418,7.948,57.753,59.584,64.157,65.772,14.412,15.038,18.997,19.368
107,4.229,4.794,5.434,6.158,6.977,7.902,8.948,4.711,5.314,5.981,6.717,7.526,8.416,9.392,54.620,56.757,58.893,61.030,63.167,65.303,67.440,56.566,58.630,60.694,62.758,64.823,66.887,68.951,12.541,13.756,15.086,16.543,18.136,19.881,21.789,13.259,14.416,15.678,17.054,18.557,20.196,21.987,NULL,5.114,5.647,7.439,7.971,57.825,59.662,64.235,65.855,14.421,15.047,19.009,19.377
108,4.243,4.810,5.451,6.177,6.998,7.926,8.975,4.727,5.332,6.000,6.737,7.548,8.440,9.418,54.689,56.827,58.966,61.105,63.243,65.382,67.521,56.642,58.707,60.773,62.838,64.904,66.969,69.035,12.551,13.766,15.096,16.552,18.147,19.892,21.802,13.268,14.424,15.686,17.062,18.565,20.206,21.997,NULL,5.130,5.666,7.462,7.994,57.897,59.740,64.312,65.936,14.431,15.055,19.020,19.386
109,4.257,4.825,5.468,6.196,7.019,7.949,9.001,4.743,5.349,6.019,6.757,7.570,8.463,9.443,54.757,56.898,59.038,61.179,63.320,65.460,67.601,56.719,58.786,60.852,62.918,64.984,67.050,69.117,12.561,13.775,15.105,16.562,18.157,19.904,21.816,13.277,14.433,15.694,17.070,18.573,20.214,22.007,NULL,5.146,5.684,7.484,8.017,57.968,59.819,64.390,66.017,14.440,15.063,19.030,19.393
110,4.271,4.841,5.485,6.214,7.039,7.972,9.027,4.759,5.367,6.037,6.777,7.591,8.486,9.467,54.827,56.969,59.111,61.253,63.395,65.537,67.679,56.794,58.862,60.929,62.997,65.064,67.132,69.200,12.570,13.785,15.115,16.572,18.167,19.915,21.829,13.285,14.441,15.702,17.078,18.581,20.222,22.016,NULL,5.163,5.702,7.505,8.039,58.040,59.895,64.466,66.098,14.450,15.072,19.041,19.401
111,4.285,4.856,5.502,6.233,7.060,7.995,9.053,4.775,5.384,6.056,6.797,7.613,8.509,9.492,54.894,57.038,59.182,61.326,63.470,65.614,67.758,56.869,58.938,61.007,63.075,65.144,67.213,69.282,12.580,13.794,15.124,16.581,18.177,19.926,21.841,13.293,14.449,15.709,17.086,18.589,20.231,22.025,NULL,5.179,5.720,7.527,8.061,58.110,59.972,64.542,66.178,14.459,15.079,19.052,19.410
112,4.299,4.871,5.518,6.251,7.080,8.018,9.079,4.791,5.401,6.074,6.817,7.634,8.532,9.516,54.961,57.107,59.253,61.399,63.545,65.691,67.837,56.943,59.013,61.083,63.153,65.223,67.294,69.364,12.589,13.803,15.133,16.590,18.187,19.937,21.853,13.302,14.457,15.717,17.093,18.596,20.239,22.034,NULL,5.194,5.737,7.549,8.083,58.180,60.048,64.618,66.258,14.468,15.087,19.062,19.418
113,4.313,4.886,5.535,6.269,7.100,8.041,9.104,4.807,5.418,6.093,6.836,7.655,8.555,9.541,55.028,57.176,59.324,61.472,63.620,65.767,67.915,57.016,59.088,61.159,63.231,65.302,67.374,69.445,12.598,13.812,15.142,16.599,18.196,19.947,21.865,13.310,14.464,15.724,17.100,18.604,20.247,22.043,NULL,5.210,5.755,7.571,8.105,58.250,60.123,64.694,66.338,14.477,15.094,19.072,19.425
114,4.326,4.901,5.551,6.287,7.120,8.063,9.130,4.823,5.435,6.111,6.856,7.676,8.577,9.565,55.095,57.244,59.394,61.544,63.694,65.843,67.993,57.091,59.163,61.236,63.308,65.380,67.452,69.524,12.607,13.820,15.150,16.608,18.206,19.958,21.878,13.318,14.472,15.731,17.107,18.611,20.254,22.051,NULL,5.226,5.773,7.591,8.127,58.319,60.200,64.769,66.416,14.485,15.101,19.082,19.433
115,4.340,4.916,5.568,6.305,7.141,8.086,9.155,4.838,5.452,6.129,6.875,7.697,8.600,9.590,55.161,57.312,59.464,61.616,63.767,65.919,68.070,57.164,59.237,61.311,63.384,65.457,67.530,69.604,12.616,13.829,15.158,16.616,18.215,19.968,21.889,13.325,14.479,15.738,17.114,18.618,20.262,22.060,NULL,5.242,5.790,7.614,8.149,58.388,60.274,64.843,66.493,14.493,15.108,19.091,19.440
116,4.353,4.930,5.584,6.323,7.160,8.108,9.180,4.854,5.468,6.147,6.894,7.717,8.622,9.613,55.227,57.380,59.534,61.687,63.840,65.994,68.147,57.236,59.311,61.385,63.460,65.534,67.609,69.683,12.625,13.837,15.167,16.625,18.224,19.977,21.901,13.333,14.486,15.746,17.121,18.625,20.269,22.068,NULL,5.257,5.808,7.634,8.169,58.457,60.348,64.917,66.572,14.502,15.116,19.101,19.447
117,4.367,4.945,5.600,6.341,7.180,8.130,9.206,4.869,5.485,6.164,6.914,7.738,8.644,9.637,55.292,57.447,59.603,61.758,63.913,66.069,68.224,57.308,59.384,61.459,63.535,65.611,67.686,69.762,12.633,13.845,15.175,16.633,18.233,19.987,21.912,13.341,14.493,15.752,17.128,18.632,20.276,22.076,NULL,5.272,5.824,7.655,8.191,58.525,60.422,64.991,66.648,14.510,15.123,19.110,19.454
118,4.380,4.960,5.616,6.359,7.200,8.152,9.230,4.884,5.501,6.182,6.932,7.758,8.666,9.661,55.357,57.514,59.671,61.829,63.986,66.143,68.300,57.379,59.456,61.533,63.610,65.687,67.764,69.840,12.641,13.853,15.183,16.641,18.241,19.997,21.923,13.348,14.500,15.759,17.134,18.638,20.284,22.084,NULL,5.288,5.841,7.676,8.212,58.593,60.495,65.064,66.725,14.518,15.130,19.119,19.461
119,4.394,4.974,5.632,6.376,7.219,8.174,9.255,4.900,5.517,6.199,6.951,7.779,8.688,9.684,55.422,57.581,59.740,61.899,64.058,66.217,68.376,57.450,59.528,61.606,63.684,65.762,67.840,69.918,12.650,13.861,15.191,16.649,18.250,20.006,21.934,13.356,14.507,15.766,17.141,18.645,20.290,22.092,NULL,5.303,5.858,7.697,8.233,58.660,60.567,65.138,66.801,14.526,15.136,19.128,19.468
120,4.407,4.988,5.647,6.394,7.239,8.196,9.280,4.915,5.533,6.217,6.970,7.799,8.709,9.707,55.486,57.647,59.808,61.969,64.129,66.290,68.451,57.521,59.600,61.679,63.758,65.837,67.916,69.995,12.658,13.869,15.198,16.657,18.258,20.015,21.945,13.363,14.514,15.772,17.147,18.651,20.297,22.099,NULL,5.317,5.875,7.718,8.254,58.727,60.639,65.210,66.876,14.534,15.143,19.137,19.474
121,4.420,5.003,5.663,6.411,7.258,8.217,9.304,4.929,5.549,6.234,6.988,7.819,8.731,9.731,55.548,57.712,59.875,62.038,64.201,66.365,68.528,57.591,59.671,61.751,63.831,65.912,67.992,70.072,12.666,13.877,15.206,16.665,18.266,20.024,21.955,13.369,14.520,15.778,17.153,18.658,20.304,22.107,NULL,5.333,5.891,7.737,8.275,58.794,60.711,65.283,66.952,14.541,15.149,19.145,19.481
